input,inference
"Sutton Adds Haas, Cink to Ryder Cup Team MILWAUKEE (Sports Network) - U.S. Ryder Cup captain Hal Sutton finalized his team on Monday when he announced the selections of Jay Haas and Stewart Cink as his captain's picks.",".skcip s'niatpac sih sa kniC trawetS dna saaH yaJ fo snoitceles eht decnuonna eh nehw yadnoM no maet sih dezilanif nottuS laH niatpac puC redyR.S.U - )krowteN stropS( EKUAWLIM maeT puC redyR ot kniC,saaH sddA nottuS"
Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next month.,.htnom txen eporuE morf puc eht niager ot yrt lliw taht maet.S.U a rof skcip s'niatpac owt eht sa kniC trawetS denioj saaH yaJ maeT puC redyR rof detceleS kniC dna saaH
"Natalie Coughlin Wins 100M Backstroke (AP) AP - American Natalie Coughlin won Olympic gold in the 100-meter backstroke Monday night. Coughlin, the only woman ever to swim under 1 minute in the event, finished first in 1 minute, 0.37 seconds. Kirsty Coventry of Zimbabwe, who swims at Auburn University in Alabama, earned the silver in 1:00.50. Laure Manaudou of France took bronze in 1:00.88.",".88.00:1 ni eznorb koot ecnarF fo udauaM eiraL.05.00:1 ni revlis eht denrae,aibmolA ni ytisrevinU tnugnuA ta swodaw ohw,ewbabmiZ fo yrtnevoC ytsriK.sdnoces 70.3,etunim 1 ni tsrif dehsinif,tneve eht ni etunim 1 rednu hsals ot reve namow ylno eht,nilhgu"
"Oracle Overhauls Sales-Side Apps for CRM Suite (NewsFactor) NewsFactor - Oracle (Nasdaq: ORCL) has revamped its sales-side CRM applications in version 11i.10 of its sales, marketing, partner relationship management and e-commerce application.",".noitacilppa ecremmoc-e dna tnemeganam pihsnoitaler rentrap,gnitekram,selas sti fo 10.i11 noisrev ni snoitacilppa MRC edis-selas sti depmaver sah )LCRO :qadsaN( elcarO - rotcaFsweN )rotcaFsweN( etiuS MRC rof sppA ediS-selaS sluahrevO elcarO"
"UN launches 210-million-dollar appeal for flood-hit Bangladesh (AFP) AFP - The United Nations launched an appeal here for 210 million dollars to help flood victims facing ""grave"" food shortages after two-thirds of Bangladesh was submerged, destroying crops and killing more than 700 people.",".elpoep 007 naht erom gnillik dna sdoop gniyortsed,degrembus saw hsedalgnaB fo sdriht-owt retfa segatrohs doof ""esrorg"" gnicaf smitciv doolf pleh ot srallod noillim 022 rof ereh laeppa na dehcnual snoitaN detinU ehT - PFA )PFA( hsedalgnaB tih-doolf rof laeppa rallod-noillim-022 sehcnual NU"
Indian state rolls out wireless broadband Government in South Indian state of Kerala sets up wireless kiosks as part of initiative to bridge digital divide.,.edivid latigid egdirb ot evitaitini fo trap sa skoot sseleriw pu stes ihtaraK fo etats naidnI htuoS ni tnemnrevoG dnabdaorb sseleriw tuo sllor etats naidnI
"Hurricane Survivors Wait for Water, Gas PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to help victims of Hurricane Charley and deliver water and other supplies to thousands of people left homeless...","...sselemoh tfel elpoep fo sdnasuoht ot seilppus rehto dna retaw reviled dna yelrahC enacirruH fo smitciv pleh ot yadnoM adirolF ssorca derettacs spoort drauG lanoitaN dna sretsujda ecnarusni,smaet eucser nabruU -.alF,ADROG ATNUP saG,retaW rof tiaW srevilovS enacirru"
"Jackson Squares Off With Prosecutor SANTA MARIA, Calif. - Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into court for a showdown with the prosecutor who has pursued him for years on child molestation charges...","...segrahc noitatselom dlihc no sraey rof mih deusrup sah ohw rotucesorp eht htiw nwodwohs a rof truoc otni tnew dna sub ruot rekcehc-elbuod a morf degreme rats pop eht sa yadnoM sreehc ni detpure noskcaJ leahciM fo snaF -.filaC,AIRAM ATNAS rotucesorP htiW ffO secalP noskcaJ"
Bobcats Trade Drobnjak to Hawks for Pick (AP) AP - The Charlotte Bobcats traded center Predrag Drobnjak to the Atlanta Hawks on Monday for a second round pick in the 2005 NBA draft.,.tfard ABN 5002 eht ni kcip dnuor dnoces a rof yadnoM no skwaH atnaltA eht ot kajnrobD ragderP retnec dedart stacboB ettolrahC ehT - PA )PA( kciP rof skwaH ot kajnrobD edarT stacboB
"Suspect charged in abduction, sexual assault of 11-year-old girl (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - Police have arrested a man in the kidnapping and sexual assault of an 11-year-old girl that frightened this suburban Vancouver community last week.",".keew tsal ytinummoc eltsacweN nabrubus siht denethgirf taht lrig dlo-raey-11 na fo tluassa lauxes dna gnippandik eht ni nam a detserra evah eciloP - )PC(.C.B,YELGNOL - sserP naidanaC )sserP naidanaC( lrig dlo-raey-11 fo tluassa lauxes,noitcudba ni degrahc tcepsuS"
"China's Red Flag Linux to focus on enterprise Red Flag Software Co., the company behind China's leading Linux client distribution, plans to focus more on its server operating system and enterprise customers, the company's acting president said.",".dias tnediserp gnitca s'ynapmoc eht,sremotsuc esirpretne dna metsys gnitarepo revres sti no erom sucof ot snalp,noitubirtsid tneilc xuniL gnidael s'anihC dniheb ynapmoc eht,.oC erawtfoS galF deR esirpretne no sucof ot xuniL galF deR s'anihC"
"AOL Properties Sign Girafa For Thumbnail Search Images AOL Properties Sign Girafa For Thumbnail Search ImagesGirafa.com Inc. announced today that the CompuServe, Netscape, AIM and ICQ properties of America Online, Inc., have signed an agreement with Girafa to use Girafa's thumbnail search images as an integrated part of their search results.Using Girafa's thumbnail search service, search users can...","... nac sresu hcraes,ecivres hcraes ynirts s'aframG gnisU.stluser hcraes rieht fo trap detargetni na sa segami hcraes ynirts s'aframG esu ot aframG htiw tnemeerga na dengis evah,.cnI,enilnO aciremA fo seitreporp QCI dna MIA,epacsteN,evresupmoC eht taht yadot decnuonna.cnI moc"
"Cassini Spies Two Little Saturn Moons (AP) AP - NASA's Cassini spacecraft has spied two new little moons around satellite-rich Saturn, the space agency said Monday.",".yadnoM dias ycnega ecaps eht,nrutaS hcir-etilletas dnuora snoom elttil wen owt deips sah tfarcecaps inissaC s'ASAN - PA )PA( snooM nrutaS elttiL owT seips S inissaC"
On front line of AIDS in Russia An industrial city northwest of Moscow struggles as AIDS hits a broader population.,.noitalupop redaorb a stih SDIA sa selggurts wocsoM fo tsewhtron ytic lairtsudni nA aissuR ni SDIA fo enil tnorf nO
"Nobel Laureate Decries Stem Cell Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.",".seidasid gnitaitilated,cihparc fo tsoh a rof stnemtaert poleved ot stroffe'stsitneics naciremA no kcolc eht deppots evah ylevitceffe hcraeser llec mets cinorhteb rof gnidnuf no stimil s'noitartsinimda hsuB eht yadnoM dias enicidem ni etaeral leboN A - PA )PA( stimil lleC metS seirceD etaer"
"Jury Can Hear of Kobe Accuser's Sex Life (AP) AP - Prosecutors suffered another setback Monday in the Kobe Bryant sexual assault case, losing a last-ditch attempt to keep the NBA star's lawyers from telling jurors about the alleged victim's sex life.",".efil xes s'mitciv degella eht tuoba sroruj gnillet morf sreywal s'rats ABN eht peek ot tpmetta hctid-tsal a gnisol,esac tluassa lauxes tnayrB eboK eht ni yadnoM kcabtes rehtona dereffus srotucesorP - PA )PA( efiL xeS s'resuccA eboK fo raeH naC yruJ"
"North Korea Talks Still On, China Tells Downer (Reuters) Reuters - China has said no date has been set forworking-level talks on the North Korean nuclear crisis and gaveno indication that the meeting has been canceled, AustralianForeign Minister Alexander Downer said on Tuesday.",".yadseuT no dias renwoD rednaxelA retsiniM ngieroFnailartsuA,delecnac neeb sah gniteem eht taht noitacidni onevag dna sisirc raelcun naeroK htroN eht no sklat level-gnikrowrof tes neeb sah etad on dias sah anihC - sretueR )sretueR( renwoD slleT anihC,nO llitS sklaT aeroK"
"Griffin to Anchor D-Line The Redskins expect huge things from 300-pound Cornelius Griffin, who was signed to aid the team's weakest unit - the defensive line.",".enil evisnefed eht - tinu tsekaew s'maet eht dia ot dengis saw ohw,nihcneG sniwenroC dnuop-003 morf sgniht eguh tcepxe sniksdeR ehT eniL-D riahcnA ot nihcneG"
"Last American defector in North Korea agrees to tell story (AFP) AFP - The last surviving American defector to communist North Korea wants to tell his story to put a human face on the Stalinist state which he believes is unfairly vilified abroad, British film-makers said.",".dias srekam-mlif hsitirB,daorba deifivil yltnelufnu si seveileb eh hcihw etats tsilatneS eht no ecaf namuh a tup ot yrots sih llet ot stnaw aeroK htroN tsinummoc ot rotcefed naciremA gnivivrus tsal ehT - PFA )PFA( yrots llet ot seerga aeroK htroN ni rotcefed naciremA tsa"
Live: Olympics day four Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens.,.snehtA ni ruof yad no niatirB taerG rof dlog rof gniog era yrraP nehpetS dna sdluaF drahciR ruof yad scipmylO :eviL
"Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic challenger John Kerryhas a commanding lead over President Bush in California of 54percent to 38 percent among likely voters, a poll released onTuesday found.",".dnuof yadseuTno desaeler llop a,sretov ylekil gnoma tnecrep 83 ot tnecrep54 fo ainrofilaC ni hsuB tnediserP revo dael gnidnammoc a sahyrreK nhoJ regnellahc citarcomeD - sretueR )sretueR( sdniF lloP,ainrofilaC ni daeL snediW yrreK"
"Capacity Crowds at Beach Volleyball Rock the Joint ATHENS (Reuters) - At the beach volleyball, the 2004 Olympics is a sell-out, foot-stomping success.",".sseccus gnipmots-toof,tuo-lles a si scipmylO 4002 eht,llabyellov hcaeb eht tA - )sretueR( SNEHTA tnioJ eht kcoR llabyeloV hcaeB ta sdworC yticapaC"
"Dollar Near Recent Lows, Awaits ZEW/CPI LONDON (Reuters) - The dollar held steady near this week's four-week low against the euro on Tuesday with investors awaiting a German investor confidence survey and U.S. consumer inflation numbers to shed light on the direction.",".noitcerid eht no thgil dehs ot srebmun noitalfni remusnoc.S.U dna yevrus ecnedifnoc rotsevni namreG a gnitiawa srotsevni htiw yadseuT no orue eht tsniaga wol keew-ruof s'keew siht raen ydaets dleh rallod ehT - )sretueR( NODNOL IPC/WEZ stiawA,swoL tneceR raeN rall"
"Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.",".syalpsid noisivelet noitinifed-hgih rof tekram gniworg-tsaf eht ni.cnI stnemurtsnI saxeT htiw nwodwohs a ffo gnittup,dne raey yb ecudortni ot dennalp ylsuoiverp dah ti pihc yalpsid oediv a fo hcnual eht denoptsop sah.proC letnI,syaled tcudorp fo seires a fo tsetal"
Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.,.etacitcaxe dna naelc sa stluser eht deifitrec srevresbo lanoitanretnI.seitaerts eht ni sedis htob morf yadretsey snoitcaer yroov werd taht yrotciv a ni tnediserp rieht sa zevahC oguH tsilup dnarberif peek ot ylgnidnuoser detov snaleuzeneV -- SACARAC tnediserp sa zevahC speek eto
Jailing of HK democrat in China 'politically motivated' (AFP) AFP - Hong Kong democrats accused China of jailing one of their members on trumped-up prostitution charges in a bid to disgrace a political movement Beijing has been feuding with for seven years.,.sraey neves rof htiw gnidduf neeb sah gnijieB tnemevom lacitilop a ecargsid ot dib a ni segrahc noitutitsorp pu-deppirt no srebmem rieht fo eno gniyaj fo anihC desucca stoirdim gnoK gnoH - PFA )PFA( 'detartsuc yllacitilop' anihC ni tarcomed KH fo gniliaJ
Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the discount retailer reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's #36;2.6 billion in surplus cash.,.hsac sulprus ni noillib 6.2;63# s'ynapmoc eht tsevni ot eerf won si trebmaL dlehdE renwo ytirojam dna namriahc dias dna retrauq dnoces eht rof tiforp a detroper reliater tnuocsid eht retfa yadnoM tnecrep 71 degrus.proC gnidloH tramK fo serahS - PA )PA( segruS kcotS ;Q2 n
"Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.",".yadseuT dias sretroppus sih fo eno dna eecnaif sih,setatS detinU eht ot noitatroped diova mih pleh dna slaiciffo esenapaJ gnoma ycapmoc mih niw dluoc namow esenapaJ a ot degagne si eht taht tnemecnuonna s'rehcsiF ybboB noipmahc ssehc remroF - PA )PA( laitneR snalP egairraM :eec"
"U.S. Misses Cut in Olympic 100 Free ATHENS, Greece - Top American sprinters Jason Lezak and Ian Crocker missed the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a country that had always done well in the event. Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by Thorpe...","...eporT yb now,elytseerf 002 eht ni splehP leahciM reganeet gnilud retfa yad a lanifimes gnineve eht ot decnavda eporT naI nailartsuA dna sdnalrehteN eht fo dnabnogenoH ned nav reteP.tneve eht ni llew enod syawla dah taht yrtnuoc a rof wolb gninnuts a,yad"
"Consumers Would Pay In Phone Proposal A proposal backed by a coalition of telephone carriers would cut billions of dollars in fees owed by long-distance companies to regional phone giants but would allow the regional companies to make up some of the difference by raising monthly phone bills for millions of consumers. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",";tg&TNOF/;tl&;tg&B/;tl&tsoP notgnihsaW ehT-;tg&B;tl&;tg&""666666#""=roloc ""2-""=ezis ""acitevleh,laira,fireS snaS SM,anadrev""=ecaf TNOF;tl&.sremusnoc fo snoillim rof sllib enohp ylhtnom gnisiar yb ecnereffid eht fo emos pu ekam ot seinapmoc lanoiger eht wolla dluow tub stnaig"
"U.S. Brokers Cease-fire in Western Afghanistan KABUL (Reuters) - The United States has brokered a cease-fire between a renegade Afghan militia leader and the embattled governor of the western province of Herat, Washington's envoy to Kabul said Tuesday.",".yadseuT dias lubaK ot yovne s'notgnihsaW,tareH fo ecnivorp nretsew eht fo ronrevog delttabme eht dna redael aitilim nahgfA edeganer a neewteb erif-esaec a derekorb sah setatS detinU ehT - )sretueR( LUBAK natsinahgfA nretseW ni erif-esaeC srekorB.S.U"
